289489515,有历史感有纪念性，中国的历史博大精深需要我们大家不断的去探索学习，对很多历史人物也需要去客观的评价，总统府上面挂起的五星红旗有着特殊的原因，想一探究竟的朋友可以去亲身体验一下。,/Date(1696655282000+0800)/,0
519040,感受历史长河，带年龄较长的孩子前去体验是很好的很好的，既有趣味性又有历史性，还能增长不少的知识，了解南京作为几朝的古都的风采。,/Date(1699185790000+0800)/,0
11401514,来南京好几次了，终于有时间来参观下南京总统府，脑海里顿时浮想起解放南京，进入总统府时毛主席写下的那首人民解放军解放南京！,/Date(1696511490000+0800)/,0
544277817,人文历史类必去景点。游人过多。我买的是带讲解的套票。讲解员也很耐心细致。喜欢历史人文古迹的旁友必去。但最好还是避开旺季。,/Date(1693147843000+0800)/,0
36688698,导游提前一天短信联系碰面时间和地点，准时开始讲解，一小时多全部转完，涨知识了,/Date(1699357061000+0800)/,0
,景色很美，里面其实也是园林式建筑，而且景色很大一片，同时还有一些历史展可以了解历史，请个解说也比较好，门票很便宜，我觉得非常值得。,/Date(1689238565000+0800)/,1
40228187,非常值得参观，可以了解南京的历史以及那时国民党的一些历史，也可以了解现在生活来之不易，另外也可以了解民国时期的建筑特色，和蒋介石的一些独特习惯。,/Date(1697004518000+0800)/,0
5558976,单独窗口买票35一位，人工讲解大约一个小时。还是建议边讲解变游览这样会更好地了解历史。,/Date(1694323336000+0800)/,0
203687426,"南京总统府位于中国江苏省南京市玄武区长江路292号，是一幢坐北朝南，呈不规则矩形分布的建筑群，占地面积约为90000平方米，包含各种建筑约82幢，是中国保存最完整的建筑群之一，也是中国近代史的重要遗址。
【景色】好
【趣味】好
【性价比】高",/Date(1692688935000+0800)/,0
57730996,非常好！通过眼前实物观察穿越时空，仿佛看见了几十年前的事情和人物，了解历史，欣赏过往可以引起我们对历史的强烈探求欲望，建筑和文物保护的很好！,/Date(1699267018000+0800)/,0
374889976,南京总统府，南京一日游，如地方。,/Date(1694837830000+0800)/,1
40180315,"南京总统府
一座金陵城，半部民国史，一面历史一面镜子，擦亮镜子换来理性与良知。如今在这栋600年的建筑里，抬头可见现代气息高耸入云的建筑，低头可观保存完整的物件陈列，新与旧的相互辉映，见证了百年沧桑。",/Date(1685785518000+0800)/,0
77369372,总统府主要还得听导游讲解，自己看没啥意思。可以了解历史，还不错。挺有趣，就是人太多啦！另外如果在网上购票一定要准时按照网上的预约时间进去，太早啦验不了票，景点没有购票信息，进不去。,/Date(1689032489000+0800)/,0
4260251,南京博物院，果然名不虚传，非常值得打卡，尤其是带小朋友来学习，是非常不错的体验，同时感谢携程，能推荐非常好的导游，下次还会再来的！,/Date(1685625964000+0800)/,0
